STAID,STANAME,CN,LAT,LON,HGHT,LAT_dec,LON_dec
19092,TENNHOLMEN FYR,NO,+67:18:06,+013:29:56,14,67.30166666666666,13.498888888888889
19099,KISTRAND III,NO,+70:25:59,+025:10:59,43,70.43305555555555,25.18305555555556
19104,SKIBOTN - MELA,NO,+69:22:00,+020:16:59,8,69.36666666666666,20.283055555555556
19114,CROZIERPYNTEN,SJ,+79:55:06,+016:50:39,22,79.91833333333334,16.844166666666666
19122,EVENSKJER BAKKE,NO,+68:34:58,+016:34:14,10,68.58277777777778,16.570555555555554
19128,BEIARN - HAUGBAKK III,NO,+66:58:50,+014:47:33,57,66.98055555555555,14.7925
19132,HOLANDSFJORD - HALVKANNENESET,NO,+66:43:44,+013:47:35,4,66.72888888888889,13.793055555555556
19136,MAZE - RUOGOROAVVI,NO,+69:27:23,+023:41:06,316,69.4563888888889,23.685
19138,BEIARN - HAUGBAKK II,NO,+66:58:37,+014:47:12,7,66.97694444444444,14.786666666666667
19153,BJOELLADALEN,NO,+66:38:24,+015:04:36,595,66.64,15.076666666666666
19162,NY-ALESUND TEST,SJ,+78:55:23,+011:55:59,8,78.92305555555556,11.933055555555555
19164,FV813 BEIARFJELLET,NO,+67:00:15,+014:53:53,600,67.00416666666666,14.898055555555555
19173,BEIARN - HAUGBAKK IV,NO,+66:58:58,+014:47:40,81,66.98277777777778,14.794444444444444
19174,MAZE - BOJAROAVVI,NO,+69:26:12,+023:38:30,366,69.43666666666667,23.641666666666666
19177,STORGLOMVATNET,NO,+66:45:36,+014:11:30,543,66.76,14.191666666666666
19181,HOLANDSFJORD - SOMMARSET,NO,+66:42:42,+013:36:36,2,66.71166666666667,13.61
19188,TURELVA,NO,+70:01:36,+023:24:29,9,70.02666666666667,23.408055555555553
19192,TROMSOE PLU,NO,+69:39:12,+018:56:11,100,69.65333333333334,18.93638888888889
19194,AUSTRE BROEGGERBREEN,SJ,+78:53:36,+011:49:22,195,78.89333333333335,11.822777777777777
19197,RV92 SUOSSJAVRI,NO,+69:22:37,+024:12:06,324,69.37694444444443,24.201666666666664
19204,BEIARN - HAUGBAKK,NO,+66:58:45,+014:47:26,20,66.97916666666667,14.790555555555555
19212,SKAIDI,NO,+70:25:58,+024:30:29,62,70.43277777777779,24.508055555555554
19213,LAKSELV,NO,+70:03:03,+025:00:30,7,70.05083333333333,25.008333333333333
19220,KVALSUND,NO,+69:50:07,+019:00:29,13,69.83527777777778,19.008055555555554
19227,SOERFJORD KRAFTVERK,NO,+68:03:51,+016:39:47,3,68.06416666666667,16.663055555555555
19241,GORNITAK,NO,+70:10:33,+028:43:18,9,70.17583333333334,28.721666666666664
19242,MOLLESJOHKA,NO,+69:33:57,+024:23:27,382,69.56583333333333,24.390833333333333
19255,KARLSOEY,NO,+70:00:00,+019:55:00,60,70.0,19.916666666666668
19259,JERGOL,NO,+69:24:06,+024:39:23,230,69.40166666666667,24.656388888888888
19270,ALTA - FLATEN,NO,+69:57:34,+023:17:53,10,69.95944444444444,23.298055555555557
19271,GAMVIK II,NO,+71:03:51,+028:15:10,22,71.06416666666667,28.252777777777776
19272,LYNGEN - URA,NO,+69:35:09,+020:05:17,60,69.58583333333333,20.088055555555556
19276,PORSA,NO,+70:23:48,+023:37:19,27,70.39666666666668,23.621944444444445
19278,JUNKERDAL,NO,+66:48:03,+015:34:42,210,66.80083333333333,15.578333333333333
19284,KUNES,NO,+70:21:03,+026:31:36,22,70.35083333333333,26.526666666666667
19291,POLMAK II,NO,+70:04:09,+028:00:39,21,70.06916666666666,28.010833333333334
19296,BOERSELV,NO,+70:19:01,+025:32:49,10,70.31694444444445,25.546944444444446
19312,STYRKESNES,NO,+67:31:59,+015:28:00,54,67.53305555555555,15.466666666666667
19321,KONGSFJORD,NO,+70:35:53,+029:03:24,160,70.59805555555555,29.05666666666667
19325,LYFJORD,NO,+69:46:57,+018:45:47,8,69.7825,18.763055555555557
19326,KJERRINGOEY II,NO,+67:32:25,+014:51:38,12,67.54027777777777,14.860555555555555
19328,POLMAK TOLLSTED,NO,+70:04:23,+028:00:03,18,70.07305555555556,28.000833333333333
19335,FAUSKE - SVENNING,NO,+67:17:08,+015:27:07,48,67.28555555555555,15.451944444444443
19339,BASSEVUOVDDE,NO,+68:54:36,+025:38:56,210,68.91000000000001,25.648888888888887
19342,STORSTILLA,NO,+67:00:48,+015:58:31,564,67.01333333333334,15.975277777777778
19351,BUGOEYNES,NO,+69:58:00,+029:37:59,40,69.96666666666667,29.633055555555558
19355,HELLIGSKOGEN MILITAERLEIR,NO,+69:12:29,+020:42:00,330,69.20805555555556,20.7
19362,GJOEMMERVATNET,NO,+67:04:30,+014:53:04,404,67.075,14.884444444444444
19378,BIDJOVAGGE,NO,+69:16:27,+022:29:40,701,69.27416666666666,22.494444444444447
19379,OLDERFJORD,NO,+70:28:18,+025:04:36,50,70.47166666666666,25.076666666666668
19382,NATTVATN,NO,+69:38:18,+025:17:20,282,69.63833333333334,25.28888888888889
19384,MALSELV - GRUNDNES,NO,+69:16:13,+018:32:11,3,69.27027777777778,18.53638888888889
19386,HALSA I HELGELAND,NO,+66:44:34,+013:34:17,40,66.74277777777777,13.571388888888889
19390,HAKVIKA,NO,+68:24:24,+017:19:31,47,68.40666666666667,17.325277777777778
19402,HELLIGSKOGEN,NO,+69:09:34,+020:45:10,475,69.15944444444445,20.752777777777776
19406,OEVRE KARINGSVANN,NO,+68:27:00,+015:57:00,137,68.45,15.95
19417,REISADALEN - BJOERKLI,NO,+69:30:11,+021:27:41,98,69.50305555555556,21.461388888888887
19419,JOTKAJAVRE,NO,+69:45:15,+023:56:03,389,69.75416666666666,23.934166666666666
19423,BJOERNOEYA RADIOSONDESTASJON,SJ,+74:31:00,+019:01:00,18,74.51666666666667,19.016666666666666
19426,LEBESBY II,NO,+70:34:23,+027:00:07,8,70.57305555555556,27.001944444444444
19430,TROLLFJORD,NO,+68:21:43,+014:55:51,21,68.36194444444443,14.930833333333332
19440,ISKORASJOHKA,NO,+69:14:53,+025:41:39,153,69.24805555555555,25.694166666666668
19449,SKALLELV,NO,+70:11:18,+030:20:18,16,70.18833333333333,30.33833333333333
19478,SKJERVOEY - KOBBEPOLLEN,NO,+69:58:55,+020:55:49,5,69.98194444444445,20.93027777777778
19479,BERLEVAG II,NO,+70:52:05,+029:01:05,22,70.86805555555554,29.018055555555556
19490,JORGASTAK,NO,+69:09:42,+025:43:00,163,69.16166666666668,25.716666666666665
19504,GROVFJORD,NO,+68:39:23,+017:12:34,11,68.6563888888889,17.209444444444443
19506,PORT,NO,+69:45:37,+026:10:30,115,69.76027777777777,26.175
19510,VESTRE JAKOBSELV,NO,+70:06:30,+029:20:17,11,70.10833333333333,29.338055555555556
19517,TOEMMERNESET,NO,+67:53:30,+015:51:32,70,67.89166666666668,15.858888888888888
19519,SKAIDI II,NO,+70:26:29,+024:27:57,90,70.4413888888889,24.465833333333332
19521,EGGUM,NO,+68:18:32,+013:40:17,7,68.30888888888889,13.671388888888888
19543,BEIARN - NAUSTVOLD,NO,+67:01:33,+014:34:32,15,67.02583333333334,14.575555555555555
19545,BALVATN,NO,+66:59:08,+015:56:39,596,66.98555555555555,15.944166666666668
19553,KJERRINGOEY - STRANDA,NO,+67:32:35,+014:52:41,22,67.54305555555555,14.878055555555555
19554,FYGLE,NO,+68:08:49,+013:38:26,10,68.14694444444446,13.640555555555554
19556,ADAMSELV KRAFTVERK,NO,+70:24:07,+026:41:39,19,70.40194444444445,26.694166666666668
19558,SOERFJORDVATN,NO,+68:03:29,+016:39:14,61,68.05805555555555,16.653888888888886
19564,RINBOE,NO,+68:22:27,+015:45:25,6,68.37416666666665,15.756944444444445
19576,KJOEPSVIK,NO,+68:05:59,+016:22:00,38,68.09972222222221,16.366666666666667
19581,LANABUKT,NO,+69:44:36,+030:28:42,15,69.74333333333334,30.47833333333333
19584,KVAENANGSBOTN KRAFTSTASJON,NO,+69:43:15,+022:03:23,12,69.72083333333333,22.05638888888889
19593,OLDEREID KRAFTSTASJON,NO,+67:07:47,+014:57:23,11,67.12972222222221,14.956388888888888
19597,SULITJELMA - FURULUND,NO,+67:08:34,+016:01:14,169,67.14277777777778,16.020555555555553
19599,STORENG,NO,+70:00:26,+022:01:36,33,70.00722222222223,22.026666666666667
19603,BOERSELV II,NO,+70:18:46,+025:33:51,23,70.31277777777777,25.56416666666667
19609,TRANOEYBOTN II,NO,+69:12:14,+017:31:55,13,69.2038888888889,17.531944444444445
19618,VESTERELV,NO,+70:09:19,+028:34:42,14,70.15527777777778,28.578333333333333
19626,POLMAK,NO,+70:04:51,+027:58:45,30,70.08083333333333,27.979166666666664
19631,SKOGANVARRE II,NO,+69:50:13,+025:05:13,74,69.83694444444444,25.086944444444445
19634,BALMI,NO,+67:05:18,+016:03:23,418,67.08833333333332,16.05638888888889
19636,HESTNES I BALLANGEN II,NO,+68:18:30,+016:47:16,104,68.30833333333334,16.78777777777778
19641,SKJOMEN - STIBERG,NO,+68:12:27,+017:30:51,29,68.2075,17.514166666666668
19644,KANSTADBOTN IV,NO,+68:30:12,+015:53:00,26,68.50333333333333,15.883333333333333
19647,LAUPSTAD,NO,+68:21:38,+014:45:16,15,68.36055555555555,14.754444444444445
19653,SNEISA I LOEDINGEN,NO,+68:24:11,+015:44:07,7,68.40305555555557,15.735277777777776
19655,MANNDALEN,NO,+69:29:13,+020:31:41,55,69.48694444444445,20.528055555555554
19662,YTRE HOLMEBUKT,NO,+69:30:00,+019:42:47,25,69.5,19.713055555555556
19666,GRATANGEN III,NO,+68:41:35,+017:25:27,16,68.69305555555556,17.424166666666668
19674,LOEDINGEN - STRAND,NO,+68:28:21,+016:04:13,8,68.4725,16.07027777777778
19677,HAMMERFEST,NO,+70:39:29,+023:42:47,22,70.65805555555556,23.713055555555556
19682,KANSTADBOTN II,NO,+68:31:14,+015:52:59,45,68.52055555555556,15.883055555555556
19687,HARSTAD - SAMA,NO,+68:48:41,+016:32:15,43,68.81138888888889,16.5375
19702,REPPARFJORD LEIRSKOLE,NO,+70:27:00,+024:22:59,29,70.45,24.383055555555558
19703,KVANMO I BALLANGEN,NO,+68:15:00,+016:52:59,126,68.25,16.883055555555558
19714,BATSFJORD LUFTHAVN,NO,+70:36:59,+029:39:33,35,70.61638888888888,29.659166666666664
19717,ULLSFJORD II,NO,+69:36:20,+019:48:15,6,69.60555555555555,19.804166666666667
19722,LEVAJOK,NO,+69:54:32,+026:25:45,115,69.9088888888889,26.429166666666667
19723,BOERNUPVATN,NO,+67:05:58,+014:53:08,380,67.09944444444444,14.885555555555555
19725,KVALSUND - SIMAVIK,NO,+69:49:57,+019:00:52,10,69.8325,19.014444444444443
19732,OEVRE NEIDEN,NO,+69:40:54,+029:08:53,85,69.68166666666667,29.148055555555555
19735,SKIBOTN KRAFTVERK,NO,+69:18:54,+020:21:46,45,69.315,20.36277777777778
19745,YTTERSTAD,NO,+68:20:09,+015:40:18,8,68.33583333333333,15.671666666666667
19751,RAFTSUND - ULVOEY,NO,+68:21:59,+015:01:59,4,68.36638888888888,15.033055555555556
19769,BJOERNSUND,NO,+69:27:02,+030:04:09,28,69.45055555555555,30.069166666666668
19772,ROEYRVASSEID I SOERFOLD,NO,+67:18:48,+015:40:41,7,67.31333333333333,15.678055555555554
19781,SLETTELVA,NO,+69:42:15,+018:51:50,169,69.70416666666667,18.86388888888889
19784,POLMAK,NO,+70:04:42,+027:59:11,21,70.07833333333333,27.98638888888889
19785,GRUNNFARNES,NO,+69:18:02,+016:58:04,3,69.30055555555555,16.967777777777776
19788,GUOLASJAKKA KRAFTVERK,NO,+69:21:02,+021:04:53,50,69.35055555555554,21.08138888888889
19790,PUNTASTILLA,NO,+69:29:35,+021:27:36,98,69.49305555555556,21.46
19796,SOPNESBUKT,NO,+70:03:06,+022:19:27,8,70.05166666666666,22.324166666666667
19800,LYNGSEIDET III,NO,+69:34:00,+020:13:36,6,69.56666666666666,20.226666666666667
19802,KVAENANGSBOTN II,NO,+69:42:55,+022:07:42,65,69.71527777777779,22.128333333333334
19829,HELLIGSKOGEN FJELLSTUE,NO,+69:12:00,+020:42:29,337,69.2,20.708055555555553
19841,VEIDNES I LAKSEFJORD,NO,+70:39:38,+026:35:03,6,70.66055555555556,26.584166666666665
19851,BELVIKA,NO,+69:47:12,+018:45:51,10,69.78666666666666,18.764166666666668
19852,KJERRINGOEY,NO,+67:32:33,+014:52:23,21,67.5425,14.873055555555556
19862,BOTNHAMN,NO,+69:31:15,+017:55:03,6,69.52083333333333,17.9175
19867,GAMVIK - SKJANES,NO,+70:48:00,+028:05:57,15,70.8,28.099166666666665
19868,COARVE,NO,+66:59:39,+015:58:05,605,66.99416666666667,15.968055555555555
19875,VALJOK,NO,+69:41:32,+025:55:37,132,69.69222222222223,25.926944444444445
19876,STYRKESNES - HESTVIKA,NO,+67:31:32,+015:29:43,27,67.52555555555556,15.495277777777776
19879,ERVIK,NO,+68:49:41,+016:29:23,14,68.82805555555555,16.489722222222223
19884,TRANOEYBOTN - NYSTAD,NO,+69:12:29,+017:34:42,36,69.20805555555556,17.578333333333333
19892,BERLEVAG,NO,+70:51:06,+029:06:27,4,70.85166666666666,29.1075
19901,TRANOEY,NO,+69:08:39,+017:26:27,8,69.14416666666668,17.440833333333334
19919,LILAND,NO,+68:28:49,+016:53:08,19,68.48027777777779,16.885555555555555
19924,GULLESFJORD - EIDET,NO,+68:33:19,+015:47:47,19,68.55527777777777,15.796388888888888
19925,GANDVIK,NO,+70:00:39,+029:07:26,7,70.01083333333334,29.12388888888889
19928,MOEN I MALSELV,NO,+69:07:59,+018:37:00,11,69.13305555555554,18.616666666666667
19929,LANGFJORDBOTN,NO,+70:02:43,+022:17:12,21,70.04527777777777,22.28666666666667
19937,BOERSELV - HOEGBAKKEN,NO,+70:19:14,+025:32:48,13,70.32055555555556,25.546666666666667
19950,SKJERVOEY,NO,+70:01:59,+020:57:45,48,70.03305555555555,20.9625
19952,LEBESBY - KARLMYHR,NO,+70:34:53,+026:59:38,18,70.58138888888888,26.99388888888889
19953,HESTNES I BALLANGEN,NO,+68:18:18,+016:46:59,125,68.30499999999999,16.783055555555556
19969,ULLSFJORD,NO,+69:36:15,+019:48:51,10,69.60416666666666,19.81416666666667
19981,LYNGSEIDET - KARNES,NO,+69:32:36,+020:14:42,18,69.54333333333334,20.245
19983,HAMMERFEST BRANNSTASJON,NO,+70:40:46,+023:40:35,76,70.67944444444444,23.67638888888889
19995,SOERKLEIVDALEN,NO,+68:39:19,+015:36:24,91,68.65527777777778,15.606666666666666
19999,SKJERVOEY - SANDVAG,NO,+70:00:01,+021:01:58,8,70.00027777777778,21.032777777777778
20001,MISVAERDALEN - VESTVATN,NO,+67:04:00,+015:00:00,162,67.06666666666666,15.0
20004,BERLEVAG LUFTHAVN,NO,+70:52:00,+029:01:59,13,70.86666666666666,29.033055555555556
20005,SKJANES,NO,+70:32:57,+026:58:19,2,70.54916666666666,26.971944444444443
20007,ZIEGLEROEYA,SJ,+77:27:00,+022:25:00,7,77.45,22.416666666666668
20008,INGOEY II,NO,+71:05:00,+024:03:42,7,71.08333333333333,24.061666666666667
20011,STOETT,NO,+66:55:38,+013:26:20,12,66.92722222222223,13.43888888888889
20014,OKSFJORD,NO,+69:53:17,+021:26:12,45,69.88805555555557,21.436666666666667
20015,OLDERVIK,NO,+69:45:23,+019:39:52,17,69.75638888888889,19.66444444444444
20016,STEINFJORD,NO,+69:27:45,+017:21:00,5,69.4625,17.35
20017,ARNOEYHAMN,NO,+70:03:12,+020:37:53,10,70.05333333333333,20.63138888888889
20018,FINNFJORDEIDET,NO,+69:15:03,+018:10:19,26,69.25083333333333,18.171944444444446
20019,SOER-TVERRFJORD,NO,+70:13:15,+021:42:56,10,70.22083333333333,21.715555555555554
20020,SENJAHOPEN,NO,+69:30:00,+017:28:59,5,69.5,17.483055555555556
20021,GRYLLEFJORD,NO,+69:21:46,+017:03:05,25,69.36277777777777,17.05138888888889
20022,SJURSNES,NO,+69:36:06,+019:42:33,25,69.60166666666666,19.709166666666665
20023,SIFJORD,NO,+69:17:08,+017:08:56,10,69.28555555555555,17.148888888888887
20024,NORD-LENANGEN II,NO,+69:55:51,+020:11:48,10,69.93083333333334,20.196666666666665
20025,LYNGSEIDET V,NO,+69:34:24,+020:12:42,53,69.57333333333332,20.211666666666666
20026,DALE PA GRYTOEYA,NO,+68:56:22,+016:21:09,10,68.93944444444445,16.352500000000003
20027,HUSOEY,NO,+69:32:44,+017:40:17,10,69.54555555555555,17.67138888888889
20028,ARNOEYA - LANGFJORDEN,NO,+70:03:42,+020:33:36,12,70.06166666666667,20.560000000000002
20029,BREIVIKEIDET,NO,+69:38:12,+019:30:37,30,69.63666666666667,19.510277777777777
20030,SKJELFJORD,NO,+68:03:27,+013:14:45,13,68.05749999999999,13.245833333333332
20031,OLDERDALEN,NO,+69:36:11,+020:32:26,28,69.60305555555556,20.540555555555557
20032,RYDENG,NO,+69:14:25,+018:21:01,25,69.24027777777778,18.35027777777778
20033,YSTNES,NO,+70:15:15,+022:21:19,10,70.25416666666666,22.35527777777778
20034,MANNDALEN II,NO,+69:31:14,+020:32:22,60,69.52055555555556,20.539444444444445
20035,FJORDGARD,NO,+69:30:34,+017:37:39,45,69.50944444444444,17.6275
20036,SKARDALEN,NO,+69:31:00,+020:37:58,6,69.51666666666667,20.63277777777778
20037,BERGSBOTN,NO,+69:26:30,+017:25:19,90,69.44166666666668,17.421944444444446
20038,HONNINGSVAG,NO,+70:59:38,+025:58:58,15,70.99388888888889,25.982777777777777
20039,SETERMOEN BRANNSTASJON,NO,+68:51:37,+018:21:15,110,68.86027777777777,18.354166666666668
20040,HAMMERFEST II,NO,+70:40:42,+023:40:35,25,70.67833333333334,23.67638888888889
20041,HAVOEYSUND,NO,+70:59:48,+024:39:52,40,70.99666666666667,24.66444444444444
20042,VANNVAG,NO,+70:04:17,+019:58:48,7,70.07138888888889,19.979999999999997
20043,STORJORDA I MALSELV,NO,+69:12:51,+018:40:53,77,69.21416666666667,18.68138888888889
20044,HORNSUND,SJ,+77:00:00,+015:34:12,10,77.0,15.57
20048,INGOEY,NO,+71:04:00,+024:09:00,4,71.06666666666666,24.15
20051,SULITJELMA - FAGERLI,NO,+67:07:09,+016:04:46,163,67.11916666666666,16.079444444444444
20056,REINDALSPASSET,NO,+78:03:52,+017:02:39,181,78.06444444444445,17.04416666666667
20059,JANSSONHAUGEN VEST,NO,+78:10:48,+016:24:36,250,78.18,16.41
20065,AASTA HANSTEEN,NO,+67:16:28,+007:39:15,52,67.27444444444444,7.654166666666667
20321,OEVRE LEIRBOTN,NO,+70:07:41,+023:37:00,190,70.12805555555555,23.616666666666667
20327,OEVERBYGD II,NO,+69:01:19,+019:21:12,85,69.02194444444444,19.353333333333335
20346,YANISKOSKI,RU,+68:58:14,+028:46:51,98,68.97055555555556,28.780833333333334
20351,SALLA KK MYLLYTIE,FI,+66:50:03,+028:40:27,215,66.83416666666666,28.674166666666668
20352,INARI NELLIM,FI,+68:50:57,+028:17:57,121,68.84916666666666,28.299166666666668
20353,SAITTAROVA D,SE,+67:20:03,+022:14:35,240,67.33416666666666,22.243055555555557
20358,TARENDO D,SE,+67:09:57,+022:37:42,165,67.16583333333334,22.628333333333334
20359,KVIKKJOKK-ARRENJARKA,SE,+66:52:59,+018:01:21,314,66.88305555555554,18.022499999999997
20360,ENONTEKIO KILPISJARVI,FI,+69:02:57,+020:47:27,480,69.04916666666666,20.790833333333335
20362,SKROVEN D,SE,+66:46:32,+021:50:39,150,66.77555555555556,21.844166666666666
20373,UTSJOKI KEVO,FI,+69:45:23,+027:00:24,107,69.75638888888889,27.006666666666668
20377,KANGOS D,SE,+67:29:43,+022:39:52,230,67.49527777777777,22.66444444444444
20390,BJORKUDDEN,SE,+67:23:44,+018:42:56,376,67.39555555555556,18.715555555555554
20394,PAHAROVA,SE,+66:48:38,+022:20:11,228,66.81055555555555,22.336388888888887
20396,SADJEM D,SE,+66:57:41,+021:13:57,355,66.96138888888889,21.232499999999998
20419,INARI IVALO AIRPORT,FI,+68:36:28,+027:24:50,147,68.60777777777777,27.413888888888888
20659,BALLSTAD,NO,+68:04:06,+013:32:03,13,68.06833333333333,13.534166666666666
20660,GAMANJUNNI - 1100MOH,NO,+69:28:50,+020:34:12,1100,69.48055555555555,20.57
20661,ARVIKSAND,NO,+70:11:48,+020:31:49,25,70.19666666666667,20.530277777777776
